transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
resampling_floor,1.0,0.9122678663159042,0.9122678663159042,0.0,POLYIC_20190517_mouse42__E4_P1
axis0_+5deg,0.9851604326111171,0.9109888318884897,0.9122678663159042,-0.001279034427414505,POLYIC_20190517_mouse42__E4_P1
axis0_+10deg,0.9836174804814809,0.9193851355581992,0.9122678663159042,0.0071172692422950545,POLYIC_20190517_mouse42__E4_P1
axis0_+20deg,0.9792537171942567,0.9239042159792473,0.9122678663159042,0.011636349663343148,POLYIC_20190517_mouse42__E4_P1
axis0_+30deg,0.9673310410331549,0.9343404163778474,0.9122678663159042,0.022072550061943197,POLYIC_20190517_mouse42__E4_P1
axis1_+5deg,0.9811275137241516,0.9009530240481269,0.9122678663159042,-0.011314842267777236,POLYIC_20190517_mouse42__E4_P1
axis1_+10deg,0.9845263772966968,0.9157321321414933,0.9122678663159042,0.003464265825589119,POLYIC_20190517_mouse42__E4_P1
axis1_+20deg,0.9768292238773355,0.9248930925586121,0.9122678663159042,0.012625226242707899,POLYIC_20190517_mouse42__E4_P1
axis1_+30deg,0.9735018344883816,0.9246037367584329,0.9122678663159042,0.012335870442528707,POLYIC_20190517_mouse42__E4_P1
axis2_+5deg,0.9816449648444743,0.9037774767563573,0.9122678663159042,-0.00849038955954684,POLYIC_20190517_mouse42__E4_P1
axis2_+10deg,0.9795686073644072,0.9015983172375673,0.9122678663159042,-0.010669549078336837,POLYIC_20190517_mouse42__E4_P1
axis2_+20deg,0.9828542648487247,0.9118970461380644,0.9122678663159042,-0.00037082017783973686,POLYIC_20190517_mouse42__E4_P1
axis2_+30deg,0.9802986536813064,0.9122995401386587,0.9122678663159042,3.167382275448549e-05,POLYIC_20190517_mouse42__E4_P1
